text,label
how do I fully shut down my toshiba chromebook I did yesterday on battery and today when turned on battery was dead ,"negative,questioning"
and @firefox gets security #updates ,none
please i need ur help ! i dont have sound with google chrome !! and i have not found a solution yet !! could you help me please ,"negative,energetic"
why is chrome doing this in full screen mode when I click onto my second monitor ,questioning
hi each time I close the window on mac and I open a new window chrome open the last tab I closed How to stop that ? thanks ,"negative,questioning"
Your browser is defaulting to Bing and I dont want to use Bing Why is this ?,"negative,questioning"
my location services have been out of service for the past couple of days Bug ?,"negative,questioning"
It would be nice to have a browser optimized just for gaming With chrome flags set for graphics speed touch amp audio ,positive
@googlechrome shouts out to you guys for improving your dev tools ,positive
loving the new update of ChromeBook ,positive
takes over #InternetExplorer as the most used browser ? I mean do #InternetExplorer users exist ?? I love @MOZILLAFIREFOXB ,"positive,questioning"
how about bringing the logout button back instead ? ,negative
you fucked up ,negative
is down ,negative
your new icon looks like a task given in Graphics in year ,negative
how many more times can you update your app and use the same description ? ,"negative,questioning"
And btw Where the F is the log out button ??,"negative,energetic,questioning"
Please oh please consider reverting to the old logo icoo havent talked to anyone yet who likes the new amp improved one ,negative
Hello why is the Linked Accounts not working properly on Android as on iOS ? It is constantly logged out when switching accounts ,"negative,questioning"
really ? ,questioning
found some bugs ,negative
can I please talk ASAP about being locked out of our account @theminimalistvegan contact is info @theminimalistvegao @com thanks ,"negative,energetic,questioning"
my ig name is and I would Like to have with only n but its taken by an unused account from help ,negative
why are ppl I recently followed am I now no longer following when I didnt even unfollow them ??,"negative,questioning"
what do I do about being tagged in literally spam photos every time I post my own photo ? My notifications go crazy ugh ,"negative,questioning"
can I please just view my feed in order this sucks I end up missing more posts because of this bullshit ,"negative,energetic,questioning"
please help ! I dont know what happened But I m not able to comment or post I think I was hacked ,"negative,energetic"
I may be the only person in the world looking forward to the update Give it to me ! #newsfeed ,"positive,energetic"
is changing his look to be the next @vsco app yes thats it ,positive
thanks to your new algorithm my pictures get less likes It sucks #switchitbackinstagram ,negative
what the fuck is this views thing ?,"negative,energetic,questioning"
I think itd be awesome if in your future updates you could let people see who viewed their posts how many times and when ,positive
why cant we yet select a single pic to be public or private ? Allowing the option for the whole account only is very old school ,"negative,questioning"
is HOT ! Learn how to use it like a pro with @jenns_trends on iTunes ! ,"positive,energetic"
Help the @OficialSamuel to recover the account ??????,negative
Help the @OficialSamuel to recover the account Please !,"negative,energetic"
this is America so why am I limited on who I am allowed to tag on Instagram can yall stop smoking so much weed and figure it out ,"negative,questioning"
not only is your new icon unattractive you threw away the authenticity of an old design that made you stand out ,negative
youre being so annoying today ,negative
your suggestions why ?! They do not make sense !,"negative,energetic,questioning"
THE FUCK YOU DOING WITH THE NEW APP LOOK ? fuck that shit ,"negative,energetic,questioning"
help !,"negative,energetic"
please ,negative
Been waiting over weeks for help ! Can someone please remove the spam block on my profile ? My link also needs clearing ,"negative,questioning"
i miss the old app icon ,negative
I absolutely despise the new update !! #BringBackTheOldInstagram ,"negative,energetic"
if youre going to stop party apps like #Flipboard accessing my account at least add iPad support #Facebook #Zuckerberg ,negative
If the switch accounts feature isnt yet universal how can I manage multiple accounts when the log out button has gone in IOS ?,"negative,questioning"
please tell me whats going on with account IamChinaRenee ,negative
can you guys help me ?,"negative,questioning"
your update sucks I cant even log out ,negative
your new layout is terrible auto rotate the wrong way regardless of how I take a picture and dont have a rotate button #garbage ,negative
you should make a shared photos feature for group chats Thanks ,none
your new logo is sucks and the algorythm just stupid Please i want to see my timeline with the most recent photo !!,negative
Approved Watch Fashion from MVMT that Everyone Needs @hallehandwatch @mvmtwatches ,none
New updated app takes from my phone ? #NotAppreciated #NotCool ?,negative
wants to be @Virgin so bad with these reds and purples ,negative
Your help center Bot replies immediately and then no follow uw What is so hard about re enabling an account ? #instagramlogin ,"negative,questioning"
and then I received the sms but when I tried to write the code I didnt find where to I closed and opened the app and ,negative
I m sorry but I absolutely HATE the new update I really dont like the way it looks Please change it back it was perfect ,"negative,energetic"
Help the @OficialSamuel to recover the account ,negative
Are you trying to drain the life out of everyone who uses your app ?,"negative,questioning"
ive tried using your help options but nothing helped I need assistance ,negative
I have a question ,none
ive just post comments on my own foto Is that necessary ? I cant understand it Best regards ,"negative,questioning"
?? What happened ?,questioning
Help the @OficialSamuel to recover the account ,negative
itd be nice to find a way to jump straight to a comment you are mentioned in I can report the post postet but not find comment ,negative
cant log out or use multiple accounts anymore Dont put in a new function only to take it away ,negative
look ugly is that permanent bc I hope not ,negative
ive been logged out of my Instagram and I am not receiving and verification code could you sort it out from your end ,"negative,questioning"
is really struggling with those spam accounts ,negative
lookin real fancy this morning Love it ?? ,positive
get your sh t together so I can tag my fraands in posts that are of the immature and inappropriate type ,"negative,energetic"
As a parent Id love to see you working closer with companies like @visrco to keep my kids safe #socialresponsibility ,positive
youre ruining my life #logoutbutton #instagram ,negative
ex employee with our companys insta password just deleted our account Is there a way to restart a new one with same username ?,"negative,questioning"
why my instagram profile pictures can not be replaced ?,"negative,questioning"
is a powerful tool for promoting your event Up your gram game with these tips ,positive
yall asked Future to design ur new logo didnt u shoulda know he was gonna google search that shit ,"negative,questioning"
I believe in being strong when everything seems to be going wrong I believe that happy girls are the ,positive
what if you added a feature that can tell me if a person is following me whenever i open their profile ? it would very helpful ,questioning
what have you done ?? i cant see any of my friends posts only popular and famous people please change ,"negative,questioning"
why cant I tag my sister in things ? I follow her but it dont let me tag her ,"negative,questioning"
soo When is yall gon fix the app so I can logout and add another account ? ,"negative,questioning"
analytics are coming and are gonna be awesome ,"positive,energetic"
you look stupid ,negative
you should have a way to delete more than one picture at a time ,none
why can I only see like pictures when I click on a hashtag ??,"negative,questioning"
please change back to the old icon its so much nicer ,"positive,negative"
Help the @OficialSamuel to recover the account !,"negative,energetic"
the new colorless layout is ugly !! sorry bring back the old layout with colors please !! #NewInstagramLogo #instagram ,"negative,energetic"
#new look ! ,"positive,energetic"
how can I get my timeline back to chronological ? I m missing so many posts that have been pushed away now I dont want this !,"negative,energetic,questioning"
introducing a new look today ! ,"positive,energetic"
Even the most ordinary things can hold great beauty card stacker Scott Dyer ,positive
what are you guys doing ,questioning
please can you tell me why my Instagram search has changed ? Your suggestions bear no resemblance to anything at all I follow ?,questioning
where is my new design ? ,questioning
youve gone from a horse to a unicorn #loveit #instagram ,positive
you already have a release date of ,questioning
I can not connect to my friends world it says he is running an updated version of the game he had update I didn n ,negative
@Microsoft please make this possible for @Xbox ,none
for ever ,none
made a minecon in brazil in please ,none
please change my name back Apparently it is considered inappropriate by members of @HypixelNetwork Right now it is xKYS so ,negative
plz add herobrine to hes the olny reason I play minecraft ppllzz plz ,none
is dis real ? ,questioning
WHEN WILL MINECRAFT STORY MODE EP BE FIXED !!,"negative,energetic"
What is this ? And what can I do ? ,"negative,questioning"
lets hope I make sense will users ever be able to co own a world so more than original host can access it independently ?,"negative,questioning"
if you wanna watch a group of idiots fail at minecraft then please follow for future content #minecraft #youtube #follow ,negative
Clontuskert entry #MinecraftEdu ,none
what is going in with update Friend is Australia but I dont have it Plus trying to find notes on it as well @Mojang ,"negative,questioning"
my min craft or keeps kicking me out when I try to enter a world ,negative
minecraft ! pls bring ur latest version that have pistons and other tools pls im waiting for it !,energetic
and @notch cool ,positive
kids are already using the game for #coding @HackLabUK time for teachers to learn a trick or two ,positive
when is the next minecraft xbox update ,questioning
My brother just purchased some texture packs and some skin packs on the and it wont  give it to him ,negative
Fredoom ,none
Why did anyone feel that nudging added anything to the quality of the game ?,"negative,questioning"
Xbox Live on Free Skin Pack saying Purchase and untitled hopefully this isnt a virus or bug and just needs an update ,negative
@Microsoft @Mojang For Minecraft Add Goats we are waiting for it !,"positive,energetic"
Is there a license agency in the netherlands regarding minecraft licentie ?,questioning
very g ,positive
Game of Thrones mashup would be insane just a suggestion ,"positive,energetic"
What is the name of this song ,questioning
@Mojang I am having some trouble changing my minecraft skin on the website Plz help me ,negative
why not to add a new beacon effect a saruration one I ll love you ,"positive,questioning"
@Mojang This really happens when you use the seed Harry Potter in a flat world in v ,"positive,energetic,questioning"
@Microsoft @MojangSupport If you advertise twitter as a method of contact you actually need to respond NOT GOOD PR Microsoft ,"negative,energetic"
Why no #MineconPhilippines ?,"negative,questioning"
new snapshot is awesome please make polar bear tamable ,positive
@jeb_ I think I m gonna cry ,"negative,energetic"
hello I have a ideas for minecraft added villager warrior he can trade sword and attack zombie he have a sword in the hand ,none
is it possible to make the Maps bigger in Minecraft Wii U Edition ? These Maps are too small ,"negative,questioning"
well not really We trade all kinds of stuff Iron Diamonds Cobblestone Wood Coal Books Leather ect ,none
check out our #Minecraft #VR on the #oculus #breaking ,energetic
I just spawned a Wither in survival that I cant defeat it is on Xbox and I am wearing Ivor skin ,none
@Dinnerbone It would be awesome to have floating island map option ,"positive,energetic"
give me my account back some russian kid stole it from me give Bantagonist back ,negative
@Mojang you need to change minecraft so that diamond tools and diamonds cant burn in lava Read this ,negative
Nice alot of servers are down why is it that we cant buy ranks ?,"negative,energetic,questioning"
I had made sure that my information for logging in was correct and it was i was unhappy becuase it would not work so i made a ,negative
help my minecraft pc isnt letting me go on there and I have got correct details and have reset pw wont work help ? please ,"negative,questioning"
getting a Error ! The provided child e mail does not match the parental consent request e maie even tho followed link from email ,"negative,energetic"
@MojangSupport My MC skin is too large ? It worked before the site update but now its not working ,"negative,questioning"
is such a perfect way to explore volume ! Building greenhouses w cubed @BrierCreekES ,"positive,energetic"
my sister is only and she is constantly on this well at least she enjoys it good job keeps her quiet ,positive
my son Aaron has one week left of his month No Video Games Challenge to raise money for Save The Children ,positive
has become a stealth gateway to the fundamentals and the pleasures of computer science ,positive
@Mojang @MojangSupport @MojangStatus Dont bring in the EULA #StopMojangEULA ,negative
hello ,positive
I would like to suggest that Redstone be indestructible except by the person who place it Ps minecaft is awesome ,"positive,energetic"
can you make it so people can join in me Minecraft console edition ,questioning
@Mineplex cant have one without the other Great giveaway ,positive
#minecraft just uninstalled and reinstalled latest version still fatal error no good crying child need a #refund ,negative
So wheres the nude mod at dude ,questioning
Yep gonna die and loose a lot of stuff soo umm yeah this sucks ,negative
my son want minecraft what is the better way to buy it The windows version for the house pc or the Google play can they be linked ,"positive,questioning"
Come check out my stream guys ! ,"positive,energetic"
@Mojang This pleases me and I know some of my viewers that will look forward to this ??? ,positive
Is there any way I dont have too pay for the Android version of Minecraft pocket edition ? I have bought the pc Xbox and iOS ,questioning
Yo the new snapshot is amazing ! ive noticed all the little changes and its awesome ! Keep it up ! ,"positive,energetic"
Look what I build ! its a Mansion ! ,"positive,energetic"
Minecraft is awsome ,"positive,energetic"
I breed enough cows get to build a library Uh breeding limit is reached So I dont get books or item frames ?,"negative,questioning"
Ep will be back tomorrow   stay tuned !!,"positive,energetic"
Check out this @Sway I made ! hero of the city ,"positive,energetic"
im having problem My server always disconnects ,negative
@PlanetMinecraft SPREAD THE WORD MANATEES PLAY MINECRAFT !! #minecraft #TheManaT ,"positive,energetic"
Thanks for the information because were about to release a new server #minecraft #Gamers #Games ,positive
I am sure people said this before I want cross platform for PC and Xbox One !,"positive,energetic"
@Minecraft thanks dor launching episode _NUM_ story was so cool,positive
when is group snapchatting gonna happen ??,questioning
what about thinking of users using windows phones ,questioning
Why Snapchat I can not be opened again after updates ,"negative,questioning"
why is the dog filter still a thing end it please ,"negative,questioning"
@snapchatsupport wheres the lashes update for do it ! please ,"negative,energetic,questioning"
I love the new update ? ?,"positive,energetic"
stories are the best thing to happen to pooping since toilet paper was invented ,"positive,energetic"
channeling my inner Pornstache @OITNB @MsJackieCruz #snapchatfilters ,none
make it so we post vids from our library and you good dont b haters tho ,positive
needs to make a Hey this is __ and your watching Disney Channel filter so all us kids dreams can come true ,none
can you get rid of annoying concert snap chat stories ? please and thank you ,"negative,questioning"
what have you done ,"negative,questioning"
can you please bring back the panda filter ,questioning
I follow all your rules why is my account keep getting locked GeGe lee ,"negative,questioning"
can we have clasico live and filters ? ?,questioning
knows whats up ,positive
love your filters and masks ! Should defo have more dragon ball z spongebob Topcat batman spiderman hulk etc !!,"positive,energetic"
Why cant I have the filter of the Joker ? So want to use it ! @SuicideSquadWB so awesome !!,"negative,energetic,questioning"
how dare you ,negative
Pls ma bois I need the koala filter to continue with my happy life Why you do this to me ? #koalaface ????????????????????????????,"positive,negative,questioning"
please make a chewbacca filter ?????,none
dear snapchat please oh please put the call and video chat button in a different location i accidentally hit it times a day ,negative
make a dat boi filter ,none
ur new update sucks fio I dont wanna see every peasants stories I m friends w ,negative
Is this not working shenanigans an April Fools or something ?,"negative,questioning"
Bring back the dog filter ,none
I got money to make on snapchat unlock my shit lol ,negative
Bernie Sanders was born and raised in New York just like Trump why would you word the geo filter as you did ?,"negative,questioning"
your update makes me not want to watch anyones stories change it pls ,negative
@snapchatsupport video recording failed whyy ??!,"negative,energetic,questioning"
I dont appreciate yall updating to this ugly ass stupid ass update then yall gone fuck it up at that ? Com on now ?,"negative,energetic,questioning"
We couldnt get a Haitian flag day filter today ??,"negative,questioning"
do you know what the longest streak is for consecutive days of snapchatting ?,questioning
yall need that do not disturb button mayyne ,negative
eats my battery as fast as a starving fat guy would eat McDonalds ?,negative
why do you do this to me ,"negative,questioning"
I want my evil bunny filter back ,none
loving the Lagos location badge ?????,positive
can you make a filter that gives me a pack ? Thanks ,questioning
I will mention yall everyday until yall find somebody to make an Acres Homes geo filter in Houston Texas ?,none
never get rid of this filter ,positive
please help ,none
is literally the coolest app ,positive
it would be cool if you had a way to share stories directly from snapchat to @facebook #gamechanger ,none
love it snapchat ,positive
we need a Gucci Mane filter ?,none
please get rid of that dog filter please !!,"negative,energetic"
the new way to view stories is stupid please fix it ,negative
not a big fan of the new update on how it combines and rolls through your snapchats its better without it ,negative
seriously ,negative
i dont want to see everyones stories ,negative
can you please add the Jordan cry face as one of your filters i would pay for it ,questioning
fix ur problems please youre freezing my phone and I cant see stories ,negative
can you stop draining my battery ? Thanks ,"negative,questioning"
there needs to be group snaps ,none
i lost my day streak with someone when it was only hours since we snapped back and forth why ,"negative,questioning"
Could You Activate the LexaFilter for today ? lgbt movement could use a distraction as the aftermath of finale of theloo awaits us ,"negative,questioning"
@snapchatsupport can u guys u lock my account please ??,"negative,questioning"
I have a concern can you please address it ?,"negative,questioning"
I m literally in tears thanks so much ,"positive,energetic"
can my hometown get a new greeting our shit wack bro ,questioning
my account is locked help me ,negative
knows how to celebrate #CincoDeMayo the correct way !,"positive,energetic"
ya new shit sucks ,negative
your update sucks ,negative
why did u cover the mens games and not the women n ? #marchmadness ,"negative,questioning"
Why is the latest update so trashy and why is the crashing yet to be resolved ? This is ridiculous ,"negative,energetic,questioning"
youre making it really hard for me to boycott peoples stories now ,negative
should make a filter now ,none
WHY ARE YOU ACTING UP ,"negative,energetic"
WHY DID I JUST LOSE A SOMETHING DAY STREAK THIS IS NOT OKAY ,"negative,energetic,questioning"
stop making my phone die ,negative
my question for you today is why would you remove the dog filter ? I ll wait ,"negative,questioning"
please ban people like this ,negative
where tf did all my filters go not amused ,"negative,energetic,questioning"
get yo shit together ,"negative,energetic"
can you make your videos longer than seconds please ?,questioning
please do this ,none
yall doing the most with your filters Chill goddamn it !,"negative,energetic"
BRING BACK THE FILTERS !!,"negative,energetic"
bring back the other filters pls ,negative
is there snapchat for @PitchPerfect i can not find it ,"negative,questioning"
PLEASE NEVER TAKE AWAY THE XMEN FILTERS ,"negative,energetic"
can you take away the dog ears and mouth and just leave the filter part from it ? Makes u look flawless !,"positive,questioning"
I just upgraded from Visual Studio Express to Community and I love it ! All the different languages included in one IDE Nice !,"positive,energetic"
Where is the best place to learn C #? I already have knowledge of Java and I know some but not a lot of C and C ,questioning
Hi Can I develop an android app in visual studio having MVC architecture ?,questioning
any idea where the documentation for authenticating to nuget private feeds went ? Was here ,questioning
in TFS we need to have Tested In Build on a per user basis not on a Test Plan basis Is this possible ?,"negative,questioning"
I cant create a C App in Community Update any fix ?,"negative,questioning"
i f ing love wpf amp blend for visual studio nigga !,"positive,energetic"
shouldnt time out amp prevent use w o updated license key If ive HAD a working license and it expires it should still work ,negative
have you considered a silent background installation ? minutes to finish updating today ,questioning
IDE creates this components _N_ new System ComponentModem Containem line __twice__ C # WinForms any ideas ,"negative,questioning"
modifying the install lol the ClickOnce checkbox is unchecked Thanks for the info !,"positive,energetic"
why does just ramp up CPU when there are or XML or transform files open ? Barely usable Is that sorted in ,"negative,questioning"
#TACO Update is ready for your coding pleasure Bug fixes plugin variables and a new start page ,positive
Another search another crash Find in Files needs some way to exclude min files ,negative
@TFService the create new build wizard in tfsonline looks like a little bit strange on chrome  ,positive
How I can set custom scale in XAML designer ? example I want scale ,questioning
Is there any API to integrate Twitter in Visual Studio ?,questioning
#LearnToCode with the basics on #UWP from design to publish Begins on #edX #jurnalcode ,none
Happy to announce that TimeCamp is now integrated with Visual Studio Team Services by @Zapier ! ,"positive,energetic"
so installing Update and wondering why were still installing Windows Phone SDK ?,"negative,questioning"
I recently installed VS Update Splash screen now flickers and VS process exits Any way I can debug fix this ?,"negative,questioning"
I am web developer why are you downloading Windows emulators in vs installation ,questioning
Same problem more or less here Community version gets msg that i am now a MSN subscriber and I can download VS enterprise ,negative
tried VS Code today on my mac Looked clean but didnt find any option to run my angular app Switched back to @WebStormIDE ,"positive,negative"
Preview has new lightweight installer ,positive
If I got JDK installed is there anyway I can install Android VS Tools without installing JDK VS installer doesntallow ,"negative,questioning"
how to debug net source code in uwp wpf console applicaitons ?,questioning
Far too many tweets in the last few hours A stupid number youre being unfollowed ,"negative,energetic"
VS Update broke the nuget package manager its no longer possible to search for packages ,negative
add in brings devs to #blockchain ,none
ive never uninstalled a piece of software faster ,negative
Does Visual Studio Community Edition have touch emulators ?,questioning
Man I love visual studio community its been great for helping me learning VB ,"positive,energetic"
Team I need a help with Visual Studio community edition Unable to create new projects #Help ,positive
Idea why many instances of Visual Studio open e e slows machine to a crawl ? Task man shows CPU all in kerel time ,"negative,questioning"
Just installing VS Preview installer took me by surprise !!,"positive,energetic"
can VS be installed side be bide with VS or do you recommend to install it into a VM ?,questioning
how many weeks does VS Community take to get installed ? been days still so called applying on ,"negative,questioning"
#beta features account setting diagnostics improvements edit amp continue #XAML app #debug configuration ,positive
would you please stop removing dots in my assembly names ?,questioning
Hey guys ! Is there somewhere to get Core tooling for VS Preview ,"positive,energetic,questioning"
just installed visual studio preview with new installer and got a license expired message on my first run suggestions ?,"negative,questioning"
help save fair use #WTFU Where W The Fair Use ? Nostalgia Critic on YouTube ,"negative,questioning"
virtual brofist ,"positive,energetic"
team replace Interactive Window in #VisualStudio with something like #LINQPad ,negative
Online seems to be running slow right now Is it just me ?,"negative,questioning"
how do I reset or repair my default profile ? Any way to achieve that ? or to use another rootSuffix by default ?,"negative,questioning"
Bug spotted on signin window of Where to put email address to verify the same ? ,"negative,questioning"
I love working with @VisualStudio Y Just learning and already loving it ,"positive,energetic"
installed update Is there a way to auto stage changed files Prefer to exclude files over selecting files for commit ,questioning
I m trying to figure out how to enable this from Update In fact my Status Bar is completely empty ,negative
I m a C # Developer yrs please show me path to learn @xamarinhq which is now free ?,questioning
Enable Edit and Continue missing after vs update !,"negative,energetic"
#FeatureOfTheYear still is Alt Clict Crat Cype for multiline editing ,positive
its doing the same for Xamarin Update What Can I do now ? Is there any solution ? ,"negative,questioning"
online down ?,"negative,questioning"
went on a diet ! Lean mean fighting fit install in minutes not hours ! ,"positive,energetic"
Is the best IDE when it comes to coding anything code related ,"positive,energetic"
I was prompted to add firewall rule when I tried to connect saved me a trip to the mgmt portal nice ,positive
@Microsoft I cant login to the account tried through and different browsers on PCs ,negative
has crashed so much tonight mainly when doing R # code cleanup that I now cannot load my website project ,negative
@windowsdev @Azure The is this page useful popup on the documentations pages is getting QUITE annoying it pops up too soon ,"negative,energetic"
hi there where did this page go ?? ,"negative,questioning"
just BSOD from Windows build while re installing ,negative
thank you so much i hop this will be a very bright journey to a bright future  ,"positive,energetic"
Please put priority on this ,"negative,energetic"
Guess I need to wait for an update ,negative
Just tried to ask some questions via vsmarketplace @microsofe @com but the email didnt get through Sender not allowed help ?,negative
thanks for the much faster nuget GUI in would love to see F # improvements in the next release ! #fsharp ,"positive,energetic"
rocks ,"positive,energetic"
#include lt ltdit l lt int main for printf Fuck you u return ,"negative,energetic"
'@xamarinhq #xamarin is the future,"positive,energetic"
holy crap take a breath between tweets ,"negative,energetic"
update has a test in parallel option ! Thank you ! ,"positive,energetic"
@twitter @msdev we will fix this ,negative
Got an error ,negative
is getting massive gb for an install that supports C # and C Dev ,negative
my xaml intellisense has stopped working Need a quick fix Unable to find relevant help on the Internet ,negative
I didnt change the system but updating to and no the attached message in ,negative
windows update has broken same issues as previously reported ,negative
Is it just me or is VSTS going SUPER slow ?,"negative,energetic,questioning"
FYI IpOverUsbSvc which is installed by VS prevents the safe removal of Windows Mobile device ,negative
Here is a book that might be of interest C C tips and tricks based on real examples ,positive
Update community edition setup fails for me on Tried repair but that fails also ,negative
is still the best IDE out there It just keeps improving in little ways ,"positive,energetic"
its been days and its still installing This better be worth the wait ,negative
just got more #opensource friendly with new #PHP Tools ! ,"positive,energetic"
end td tnd encryption All you need to know ,none
made illegal in India #innovation check it out ,negative
bloody hell ,"negative,energetic"
Hi can someone retrieve conversations deleted online or how can I track usage amp other info from another device ,questioning
please help me my account has blocked since open my account  is a lot of important data ,negative
after ios update to app is not launching Suggestions ?,"negative,questioning"
Is there VIP whatsApp ? Please look to this URL ,questioning
can we hav a #stethoscope emoji plz ,questioning
Why its always sync ? We need it directly for our desktops So we can use whatsapp even there is no internet on our mobile ,"negative,questioning"
Is WhatsApp Web also end td tnd encrypted or does that work differently ? I m concerned about that being a weak link in the chain ,"negative,questioning"
Hi why is BT charging me for my WhatsApp text messages I am well in my Data usage limit They say its for the number used ,"negative,questioning"
Hi Spammers are inviting anyone to groups now !! Why not to allow us to agree disagree invitations ? ,"negative,energetic,questioning"
Why do I suddenly have random contacts in my Whatsapp ? People that are not even in my address book with a at the end ??,"negative,questioning"
We need Desktop app but why again phone needs to be wifi connected ? #disappointed ,"negative,questioning"
I just need you to develop an add or block option for groups Getting added randomly to a groupchat by folks idk aint pleasant ,negative
Why dont I see emoticons anymore in Whatsapp web version ?,questioning
please introduce the nickname feature again !!,energetic
I think we should be able to change our own color in group appp Or change the other participants colors ,none
@OnePlus_IN whats There with encryption in whatsapp ? Where I see convo is not encrypted other people see its encrypted ,"negative,questioning"
#whatsapp getting down cant use it only white screen FIX IT !!,"negative,energetic"
to Add ZIP File Sharing Call Back and Voicemail Features #HowToCrazy ,none
Please can someone in the press office contact me about an article I am writing for the @Telegraph Thank you ,questioning
Desktop App is now official #Whatsapp ,positive
salut ,positive
#encryption its true competition is good ! Reading Telegrams script ,"positive,energetic"
Thanks for all your recent tweaks They are truly good ones but Mute still doesntwork always as expected ,positive
XSS vulnerability on #websec ,negative
Video Call Option is already available in latest Beta update Launch is just around the corner #WhatsApp ,"positive,energetic"
launches desktop apps for #Mac and @Windows ,none
Desktop Application Coming Soon ,none
introduces new desktop app for @Windows and #Mac ,none
How come you dont have a croissant emoji ? Any plans ? #croissantemoji @Jade_Burtonx ,"negative,questioning"
After charging my iPhone with gb of free space its down to A solution is appreciated @AppleSupport ,"negative,energetic"
launches end to end encryption #innovation check it out ,"positive,energetic"
why doesntmy whatsapp give me notifications anymore ? Settings are correct ! Have to open the app before they show ! So annoying !,"negative,energetic,questioning"
sorry i have a question but i net to know if speak spanish if you know i have a capture ,questioning
my whatsapp is not opening and crashing like hell on launching Whats happening Any help ?? #whatsappdown ,"negative,questioning"
is it any problem with all whatsapp in iphone ? Because i try to open whatsapp in all iphone its always white screen ,"negative,questioning"
why is my whatsapp not working !!,"negative,energetic,questioning"
AsyncSocketException SSL connect timed out type _N_ Timed out on ,negative
can you maybe also space the icon more far apart from the profile picture ,none
how do I stop this bolding of words once surrounded by asterisks is there a way to turn off the setting ? waits patiently ,"negative,questioning"
Snubs Kannada including all other Indian languages without Kannada @KannadaGrahaka ,negative
let me know when the constant notification screen goes away so I can start using the service again #usability ,negative
Hi WhatsApp on iPhone how can I solve the problem that no names are showing in chats only phone numbers ??,"negative,questioning"
I think you should release an update that shows your now playing when you got @Spotify on ?,none
update isnt cool shows the number of messages on the app icon even after the messages have been read needs exiting twice ,negative
Hi I m trying to back up my messages from my HTC One to my Galaxy Edge but there doesntseem to be a restore file Help !,"negative,energetic"
rolls out end td tnd encryption to all devices And here in India government was trying to peek through everything Try now !!,"positive,energetic"
has no support system in place ,negative
my #WhatsApp crashing since last updates Please help ,negative
The latest update is too good ! Great going !?,"positive,energetic"
how do you retrieve old messages youve deleted ? #WhatsApp ,questioning
please stay with @BlackBerry ,positive
Can u ppl plz add a feature to lock n hide individual chats as that feature is in hike ?! It wud be helpful Thank you ,"positive,energetic,questioning"
adds end td tnd encryption Great feature real or #pr ? Thoughts ? ,"positive,questioning"
Windows app is not installing !!,"negative,energetic"
When I am trying to use whatsapp is gives me a message that whatsapp is currently offline ? also I am not able to take a backup ,"negative,questioning"
please let us customize notification sounds with our own custom ones or please add more Alot more ,negative
is killing it ! ,"positive,energetic"
should create a schedule message feature !,"positive,energetic"
when its one persons birthday in a group why must the others suffer birthday wishes on the group too ?,"negative,questioning"
@whatsapp_down enough is enough If u cant bring back whatsapp for ios just retrieve app from #whatsappdown ,negative
I m trying to back up chats but its been at for minutes now Connected to wifi and it works perfect Help ?,negative
sort your notifications on Android out The pop pp when screen is off one is abysmal !,"negative,energetic"
make that emoji sheet you use for the emoji keyboard on whatsapp web transparent so i can change the keyboard color thatd be cool ,positive
Hi eventually I have to use an Iphone for some weeks and when install whatsapp warns time is not correct but it is ,negative
what if you could include an option to pin a thread at the top ? As in no matter what message comes in that convo gets priority ?,questioning
Any plans to support two factor authentication ?,questioning
why dont you develop whatsapp for #ubuntuphone ?,questioning
Me and @JonjoRiley would like you to add an OWL the @swfc mascot to the emoticon library Would make us and all owls very happy !,"positive,energetic"
is still not possible to be installed on @Windows Pro with #Error ,negative
After latest update version whatsapp stopped working on iOS on iPhone ,negative
needs to add a poll option like on Twitter to group chats Planning events will be more fun ,positive
Fix needed I cant send a properly aligned message LOL ,negative
Biggest drawback of Whatsapp call is Though otherside person isnt reachable We hear a dial tone Will there be update to this ?,"negative,questioning"
Hi there I m a journalist working on a story about encryption ,none
Desktop app for OS X is really nice An iPad version would be awesome ,"positive,energetic"
for #Mac is just an extension of the web version Native Notifications are cool though I think i ll stick to web ,positive
has added end td tnd encryption to every form of #communication on its service ,positive
